ra,dec,sep
150.78094563779996,-26.62096027605093,0.03333333333333333
150.70450996463777,-26.748199372155877,0.03333333333333333
150.70203804318982,-26.39899013432089,0.03333333333333333
155.52151749375437,-26.86701949726949,0.03333333333333333
160.107498500801,-34.273295430722165,0.03333333333333333
162.23001999037362,-37.131720738238116,0.03333333333333333
164.01630406132895,-37.685287890633454,0.03333333333333333
157.33967668174841,-41.29440666520645,0.03333333333333333
154.95870988637145,-43.47139403401921,0.03333333333333333
158.337239584522,-44.75240002572691,0.03333333333333333
163.57901183348153,-45.2139141063667,0.03333333333333333
301.93362484925547,1.4437183082537517,0.03333333333333333
309.9449603080763,1.4042706631279251,0.03333333333333333
312.5159056674348,-0.029600080149574524,0.03333333333333333
312.84949649433264,0.039229414280744716,0.03333333333333333
312.521436765833,0.03414077376062437,0.03333333333333333
322.95925560167353,0.006884555782345701,0.03333333333333333
75.23907388983869,-44.933259883073305,0.03333333333333333
74.7962520973725,-51.181346964643524,0.03333333333333333
27.536675041138533,-31.122031120028378,0.03333333333333333
21.82557400106737,-33.90339849054468,0.03333333333333333
22.217467823561673,-35.100009615282076,0.03333333333333333
317.4464512667663,-25.21932112300533,0.03333333333333333
317.8101939492362,-31.98854265870143,0.03333333333333333
315.07884673258883,-43.357221522404934,0.03333333333333333
318.03373792090514,-43.5114651986606,0.03333333333333333
359.3430276789125,-0.9720666178565672,0.03333333333333333
150.84202988575953,-14.182072947078252,0.03333333333333333
173.546939690783,-20.411045520664366,0.03333333333333333
177.82103677552695,-19.532842425826033,0.03333333333333333
179.30847465029782,-20.56167893386953,0.03333333333333333
179.30717978975704,-22.010175802110577,0.03333333333333333
209.80113689980675,-12.790902059801743,0.03333333333333333
185.5848232839081,-13.338271059562333,0.03333333333333333
199.41264247318418,-14.16664977561675,0.03333333333333333
186.8141880928043,0.15584201715578785,0.03333333333333333
178.66856510338926,0.6841106794097032,0.03333333333333333
